codigo_datasus;codigo_cid10;descricao
G720;G72.0;Miopatia induzida por drogas
G721;G72.1;Miopatia alcoólica
G722;G72.2;Miopatia devida a outros agentes tóxicos
G723;G72.3;Paralisia periódica
G724;G72.4;Miopatia inflamatória não classificada em outra parte
G728;G72.8;Outras miopatias especificadas
G729;G72.9;Miopatia não especificada
G730;G73.0;Síndromes miastênicas em doenças endócrinas
G731;G73.1;Síndrome de Eaton-Lambert
G732;G73.2;Outras síndromes miastênicas em doenças neoplásicas
G733;G73.3;Síndromes miastênicas em outras doenças classificadas em outra parte
G734;G73.4;Miopatia em doenças infecciosas e parasitárias classificadas em outra parte
G735;G73.5;Miopatia em doenças endócrinas
G736;G73.6;Miopatia em doenças metabólicas
G737;G73.7;Miopatia em outras doenças classificadas em outra parte
G800;G80.0;Paralisia cerebral quadriplágica espástica
G801;G80.1;Paralisia cerebral diplégica espástica
G802;G80.2;Paralisia cerebral hemiplégica espástica
G803;G80.3;Paralisia cerebral discinética
G804;G80.4;Paralisia cerebral atáxica
G808;G80.8;Outras formas de paralisia cerebral
G809;G80.9;Paralisia cerebral não especificada
G810;G81.0;Hemiplegia flácida
G811;G81.1;Hemiplegia espástica
G819;G81.9;Hemiplegia não especificada
G820;G82.0;Paraplegia flácida
G821;G82.1;Paraplegia espástica
G822;G82.2;Paraplegia não especificada
G823;G82.3;Tetraplegia flácida
G824;G82.4;Tetraplegia espástica
G825;G82.5;Tetraplegia não especificada
G830;G83.0;Diplegia dos membros superiores
G831;G83.1;Monoplegia do membro inferior
G832;G83.2;Monoplegia do membro superior
G833;G83.3;Monoplegia não especificada
G834;G83.4;Síndrome da cauda eqüina
G838;G83.8;Outras síndromes paralíticas especificadas
G839;G83.9;Síndrome paralítica não especificada
G900;G90.0;Neuropatia autonômica periférica idiopática
G901;G90.1;Disautonomia familiar [Síndrome de Riley-Day]
G902;G90.2;Síndrome de Horner
G903;G90.3;Degeneração multissistêmica
G904;G90.4;Disreflexia autonômica
G908;G90.8;Outros transtornos do sistema nervoso autônomo
G909;G90.9;Transtorno não especificado do sistema nervoso autônomo
G910;G91.0;Hidrocefalia comunicante
G911;G91.1;Hidrocefalia obstrutiva
G912;G91.2;Hidrocefalia de pressão normal
G913;G91.3;Hidrocefalia pós-traumática não especificada
G918;G91.8;Outras formas de hidrocefalia
G919;G91.9;Hidrocefalia não especificada
G92;G92;Encefalopatia tóxica
G930;G93.0;Cistos cerebrais
G931;G93.1;Lesão encefálica anóxica, não classificada em outra parte
G932;G93.2;Hipertensão intracraniana benigna
G933;G93.3;Síndrome da fadiga pós-viral
G934;G93.4;Encefalopatia não especificada
G935;G93.5;Compressão do encéfalo
G936;G93.6;Edema cerebral
G937;G93.7;Síndrome de Reye
G938;G93.8;Outros transtornos especificados do encéfalo
G939;G93.9;Transtorno não especificado do encéfalo
G940;G94.0;Hidrocefalia em doenças infecciosas e parasitárias classificadas em outra parte
G941;G94.1;Hidrocefalia em doenças neoplásicas
G942;G94.2;Hidrocefalia em outras doenças classificadas em outra parte
G948;G94.8;Outros transtornos encefálicos especificados em doenças classificadas em outra parte
G950;G95.0;Siringomielia e siringobulbia
G951;G95.1;Mielopatias vasculares
G952;G95.2;Compressão não especificada de medula espinal
G958;G95.8;Outras doenças especificadas da medula espinal
G959;G95.9;Doença não especificada da medula espinal
G960;G96.0;Fístula liquórica
G961;G96.1;Transtornos das meninges não classificados em outra parte
G968;G96.8;Outros transtornos especificados do sistema nervoso central
G969;G96.9;Transtorno não especificado do sistema nervoso central
G970;G97.0;Perda de líquor resultante de punção espinal
G971;G97.1;Outra reação à punção espinal e lombar
G972;G97.2;Hipotensão intracraniana conseqüente à derivação ventricular
G978;G97.8;Outros transtornos pós-procedimento do sistema nervoso
G979;G97.9;Transtorno pós-procedimento do sistema nervoso, não especificado
G98;G98;Outros transtornos do sistema nervoso não classificados em outra parte
G990;G99.0;Neuropatia autonômica em doenças endócrinas e metabólicas
G991;G99.1;Outros transtornos do sistema nervoso autônomo em doenças classificadas em outra parte
G992;G99.2;Mielopatia em doenças classificadas em outra parte
G998;G99.8;Outros transtornos especificados do sistema nervoso em doenças classificadas em outra parte
H000;H00.0;Hordéolo e outras inflamações profundas das pálpebras
H001;H00.1;Calázio
H010;H01.0;Blefarite
H011;H01.1;Dermatoses não infecciosas da pálpebra
H018;H01.8;Outras inflamações especificadas da pálpebra
H019;H01.9;Inflamação não especificada da pálpebra
H020;H02.0;Entrópio e triquíase da pálpebra
H021;H02.1;Ectrópio da pálpebra
H022;H02.2;Lagoftalmo
H023;H02.3;Blefarocalásia
H024;H02.4;Ptose da pálpebra
H025;H02.5;Outros transtornos que afetam a função da pálpebra
H026;H02.6;Xantelasma da pálpebra
H027;H02.7;Outros transtornos degenerativos da pálpebra e da área periocular
H028;H02.8;Outros transtornos especificados das pálpebras
H029;H02.9;Transtorno não especificado da pálpebra
H030;H03.0;Infestação parasitária da pálpebra em doenças classificadas em outra parte
H031;H03.1;Comprometimento da pálpebra em outras doenças infecciosas classificadas em outra parte
H038;H03.8;Comprometimento da pálpebra em outras doenças classificadas em outras partes
H040;H04.0;Dacrioadenite
H041;H04.1;Outros transtornos da glândula lacrimal
H042;H04.2;Epífora
H043;H04.3;Inflamação aguda e não especificada dos canais lacrimais
H044;H04.4;Inflamação crônica dos canais lacrimais
H045;H04.5;Estenose e insuficiência dos canais lacrimais
H046;H04.6;Outras alterações nos canais lacrimais
H048;H04.8;Outros transtornos do aparelho lacrimal
H049;H04.9;Transtorno não especificado do aparelho lacrimal
H050;H05.0;Inflamação aguda da órbita
H051;H05.1;Transtornos inflamatórios crônicos da órbita
H052;H05.2;Afecções exoftálmicas
H053;H05.3;Deformidade da órbita
H054;H05.4;Enoftalmia
H055;H05.5;Corpo estranho (antigo) retido conseqüente a ferimento perfurante da órbita
H058;H05.8;Outros transtornos da órbita
H059;H05.9;Transtorno não especificado da órbita
H060;H06.0;Transtornos do aparelho lacrimal em doenças classificadas em outra parte
H061;H06.1;Infestação parasitária da órbita em doenças classificadas em outra parte
H062;H06.2;Exoftalmo distireoídeo
H063;H06.3;Outros transtornos da órbita em doenças classificadas em outra parte
H100;H10.0;Conjuntivite mucopurulenta
H101;H10.1;Conjuntivite aguda atópica
H102;H10.2;Outras conjuntivites agudas
H103;H10.3;Conjuntivite aguda não especificada
H104;H10.4;Conjuntivite crônica
H105;H10.5;Blefaroconjuntivite
H108;H10.8;Outras conjuntivites
H109;H10.9;Conjuntivite não especificada
H110;H11.0;Pterígio
H111;H11.1;Degenerações e depósitos da conjuntiva
H112;H11.2;Cicatrizes da conjuntiva
H113;H11.3;Hemorragia conjuntival
H114;H11.4;Outros transtornos vasculares e cistos conjuntivais
H118;H11.8;Outros transtornos especificados da conjuntiva
H119;H11.9;Transtorno não especificado da conjuntiva
H130;H13.0;Infestação por filárias na conjuntiva
H131;H13.1;Conjuntivite em doenças infecciosas e parasitárias classificadas em outra parte
H132;H13.2;Conjuntivite em outras doenças classificadas em outra parte
H133;H13.3;Penfigóide ocular
H138;H13.8;Outros transtornos da conjuntiva em doença classificadas em outra parte
H150;H15.0;Esclerite
H151;H15.1;Episclerite
H158;H15.8;Outros transtornos da esclerótica
H159;H15.9;Transtorno não especificado da esclerótica
H160;H16.0;Úlcera de córnea
H161;H16.1;Outras ceratites superficiais sem conjuntivite
H162;H16.2;Ceratoconjuntivite
H163;H16.3;Ceratites intersticial e profunda
H164;H16.4;Neovascularização da córnea
H168;H16.8;Outras ceratites
H169;H16.9;Ceratite não especificada
H170;H17.0;Leucoma aderente
H171;H17.1;Outra opacidade central da córnea
H178;H17.8;Outras cicatrizes e opacidades da córnea
H179;H17.9;Cicatriz e opacidade não especificadas da córnea
H180;H18.0;Pigmentações e depósitos da córnea
H181;H18.1;Ceratopatia bolhosa
H182;H18.2;Outros edemas da córnea
H183;H18.3;Alterações nas membranas da córnea
H184;H18.4;Degenerações da córnea
H185;H18.5;Distrofias hereditárias da córnea
H186;H18.6;Ceratocone
H187;H18.7;Outras deformidades da córnea
H188;H18.8;Outros transtornos especificados da córnea
H189;H18.9;Transtorno não especificado da córnea
H190;H19.0;Esclerite e episclerite em doenças classificadas em outra parte
H191;H19.1;Ceratite e ceratoconjuntivite pelo vírus do herpes simples
H192;H19.2;Ceratite e ceratoconjuntivite em outras doenças infecciosas e parasitárias classificadas em outra parte
H193;H19.3;Ceratite e ceratoconjuntivite em outras doenças classificadas em outra parte
H198;H19.8;Outros transtornos de esclerótica e da córnea em doenças classificadas em outra parte
H200;H20.0;Iridociclite aguda e subaguda
H201;H20.1;Iridociclite crônica
H202;H20.2;Iridociclite induzida pelo cristalino
H208;H20.8;Outras iridociclites
H209;H20.9;Iridociclite não especificada
H210;H21.0;Hifema
H211;H21.1;Outros transtornos vasculares da íris e do corpo ciliar
H212;H21.2;Degenerações da íris e do corpo ciliar
H213;H21.3;Cistos da íris, do corpo ciliar e da câmara anterior
H214;H21.4;Membranas pupilares
H215;H21.5;Outras aderências e roturas da íris e do corpo ciliar
H218;H21.8;Outros transtornos especificados da íris e do corpo ciliar
H219;H21.9;Transtorno não especificado da íris e do corpo ciliar
H220;H22.0;Iridociclite em doenças infecciosas e parasitárias classificadas em outra parte
H221;H22.1;Iridociclite em outras doenças classificadas em outra parte
H228;H22.8;Outros transtornos da íris e do corpo ciliar em doenças classificadas em outra parte
H250;H25.0;Catarata senil incipiente
H251;H25.1;Catarata senil nuclear
H252;H25.2;Catarata senil tipo Morgagni
H258;H25.8;Outras cataratas senis
H259;H25.9;Catarata senil não especificada
H260;H26.0;Catarata infantil, juvenil e pré-senil
H261;H26.1;Catarata traumática
H262;H26.2;Catarata complicada
H263;H26.3;Catarata induzida por drogas
H264;H26.4;Pós-catarata
H268;H26.8;Outras cataratas especificadas
H269;H26.9;Catarata não especificada
H270;H27.0;Afacia
H271;H27.1;Deslocamento do cristalino
H278;H27.8;Outros transtornos especificados do cristalino
H279;H27.9;Transtorno não especificado do cristalino
H280;H28.0;Catarata diabética
H281;H28.1;Catarata em outras doenças endócrinas, nutricionais e metabólicas
H282;H28.2;Catarata em outras doenças classificadas em outra parte
H288;H28.8;Outros transtorno do cristalino em doenças classificadas em outra parte
H300;H30.0;Inflamação coriorretiniana focal
H301;H30.1;Inflamação corrorretiniana disseminada
H302;H30.2;Ciclite posterior
H308;H30.8;Outras inflamações coriorretinianas
H309;H30.9;Inflamação não especificada da coróide e da retina
H310;H31.0;Cicatrizes coriorretinianas
H311;H31.1;Degeneração da coróide
H312;H31.2;Distrofia hereditária da coróide
H313;H31.3;Hemorragia e rotura da coróide
H314;H31.4;Descolamento da coróide
H318;H31.8;Outros transtornos especificados da coróide
H319;H31.9;Transtorno não especificado da coróide
H320;H32.0;Inflamação coriorretiniana em doenças infecciosas e parasitárias classificadas em outra parte
H328;H32.8;Outros transtornos coriorretinianos em doenças classificadas em outra parte
H330;H33.0;Descolamento da retina com defeito retiniano
H331;H33.1;Retinosquise e cistos da retina
H332;H33.2;Descolamento seroso da retina
H333;H33.3;Defeitos da retina sem descolamento
H334;H33.4;Descolamento da retina por tração
H335;H33.5;Outros descolamentos da retina
H340;H34.0;Oclusão arterial retiniana transitória
H341;H34.1;Oclusão da artéria retiniana central
H342;H34.2;Outras oclusões da artéria retiniana
H348;H34.8;Outras oclusões vasculares retinianas
H349;H34.9;Oclusão vascular retiniana não especificada
H350;H35.0;Retinopatias de fundo e alterações vasculares da retina
H351;H35.1;Retinopatia da prematuridade
H352;H35.2;Outras retinopatias proliferativas
H353;H35.3;Degeneração da mácula e do pólo posterior
H354;H35.4;Degenerações periféricas da retina
H355;H35.5;Distrofias hereditárias da retina
H356;H35.6;Hemorragia retiniana
H357;H35.7;Separação das camadas da retina
H358;H35.8;Outros transtornos especificados da retina
H359;H35.9;Transtorno da retina não especificado
H360;H36.0;Retinopatia diabética
H368;H36.8;Outros transtornos retinianos em doenças classificadas em outra parte
H400;H40.0;Suspeita de glaucoma
H401;H40.1;Glaucoma primário de ângulo aberto
H402;H40.2;Glaucoma primário de ângulo fechado
H403;H40.3;Glaucoma secundário a traumatismo ocular
H404;H40.4;Glaucoma secundário a inflamação ocular
H405;H40.5;Glaucoma secundário a outros transtornos do olho
H406;H40.6;Glaucoma secundário a drogas
H408;H40.8;Outro glaucoma
H409;H40.9;Glaucoma não especificado
H420;H42.0;Glaucoma em doenças endócrinas, nutricionais e metabólicas classificadas em outra parte
H428;H42.8;Glaucoma em outras doenças classificadas em outra parte
H430;H43.0;Prolapso do humor vítreo
H431;H43.1;Hemorragia do humor vítreo
H432;H43.2;Depósitos cristalinos no humor vítreo
H433;H43.3;Outras opacidades do vítreo
H438;H43.8;Outros transtornos do humor vítreo
H439;H43.9;Transtorno não especificado do humor vítreo
H440;H44.0;Endoftalmite purulenta
H441;H44.1;Outras endoftalmites
H442;H44.2;Miopia degenerativa
H443;H44.3;Outros transtornos degenerativos do globo ocular
H444;H44.4;Hipotonia do olho
H445;H44.5;Afecções degenerativas do globo ocular
H446;H44.6;Corpo estranho retido (antigo) intra-ocular de natureza magnética
H447;H44.7;Corpo estranho retido (antigo) intra-ocular de natureza não-magnética
H448;H44.8;Outros transtornos do globo ocular
H449;H44.9;Transtorno não especificado do globo ocular
H450;H45.0;Hemorragia vítrea em doenças classificadas em outra parte
